Text name: ../res/res_mnist_b_err95_basic_choiceNet.txt
[00/50] [Loss] train:-0.141(f:-0.319+r:0.061+k:0.001+l:0.116) val:-0.246 test:-0.249 [Accr] train:51.7% val:76.8% test:76.0% maxVal:76.8% maxTest:76.0%
[01/50] [Loss] train:-0.183(f:-0.365+r:0.066+k:0.001+l:0.115) val:-0.335 test:-0.333 [Accr] train:53.5% val:82.3% test:81.3% maxVal:82.3% maxTest:81.3%
[02/50] [Loss] train:-0.207(f:-0.392+r:0.069+k:0.001+l:0.115) val:-0.380 test:-0.377 [Accr] train:54.4% val:84.6% test:83.6% maxVal:84.6% maxTest:83.6%
[03/50] [Loss] train:-0.222(f:-0.409+r:0.071+k:0.001+l:0.115) val:-0.413 test:-0.414 [Accr] train:54.8% val:86.6% test:85.5% maxVal:86.6% maxTest:85.5%
[04/50] [Loss] train:-0.235(f:-0.423+r:0.071+k:0.001+l:0.115) val:-0.437 test:-0.436 [Accr] train:55.1% val:87.2% test:86.0% maxVal:87.2% maxTest:86.0%
[05/50] [Loss] train:-0.248(f:-0.437+r:0.072+k:0.001+l:0.115) val:-0.453 test:-0.450 [Accr] train:55.2% val:87.0% test:85.5% maxVal:87.2% maxTest:86.0%
[06/50] [Loss] train:-0.255(f:-0.444+r:0.073+k:0.001+l:0.115) val:-0.468 test:-0.465 [Accr] train:55.5% val:87.7% test:86.3% maxVal:87.7% maxTest:86.3%
[07/50] [Loss] train:-0.264(f:-0.453+r:0.074+k:0.001+l:0.115) val:-0.478 test:-0.475 [Accr] train:55.7% val:87.3% test:86.1% maxVal:87.7% maxTest:86.3%
[08/50] [Loss] train:-0.268(f:-0.458+r:0.074+k:0.001+l:0.114) val:-0.490 test:-0.485 [Accr] train:55.9% val:88.2% test:86.7% maxVal:88.2% maxTest:86.7%
[09/50] [Loss] train:-0.277(f:-0.467+r:0.075+k:0.001+l:0.114) val:-0.498 test:-0.489 [Accr] train:56.0% val:87.5% test:86.2% maxVal:88.2% maxTest:86.7%
[10/50] [Loss] train:-0.283(f:-0.473+r:0.075+k:0.001+l:0.114) val:-0.507 test:-0.504 [Accr] train:56.2% val:88.2% test:86.6% maxVal:88.2% maxTest:86.6%
[11/50] [Loss] train:-0.289(f:-0.478+r:0.074+k:0.001+l:0.114) val:-0.510 test:-0.509 [Accr] train:56.5% val:88.3% test:86.8% maxVal:88.3% maxTest:86.8%
[12/50] [Loss] train:-0.292(f:-0.481+r:0.075+k:0.001+l:0.114) val:-0.519 test:-0.513 [Accr] train:56.6% val:88.5% test:87.0% maxVal:88.5% maxTest:87.0%
[13/50] [Loss] train:-0.296(f:-0.486+r:0.075+k:0.001+l:0.114) val:-0.522 test:-0.517 [Accr] train:56.8% val:88.4% test:86.9% maxVal:88.5% maxTest:87.0%
[14/50] [Loss] train:-0.300(f:-0.488+r:0.074+k:0.001+l:0.113) val:-0.533 test:-0.527 [Accr] train:56.9% val:89.3% test:87.9% maxVal:89.3% maxTest:87.9%
[15/50] [Loss] train:-0.304(f:-0.493+r:0.074+k:0.001+l:0.113) val:-0.532 test:-0.523 [Accr] train:57.0% val:88.6% test:87.2% maxVal:89.3% maxTest:87.9%
[16/50] [Loss] train:-0.309(f:-0.497+r:0.074+k:0.001+l:0.113) val:-0.541 test:-0.534 [Accr] train:57.1% val:89.1% test:87.8% maxVal:89.3% maxTest:87.9%
[17/50] [Loss] train:-0.313(f:-0.502+r:0.075+k:0.001+l:0.113) val:-0.537 test:-0.532 [Accr] train:57.2% val:88.4% test:87.2% maxVal:89.3% maxTest:87.9%
[18/50] [Loss] train:-0.316(f:-0.504+r:0.074+k:0.001+l:0.113) val:-0.538 test:-0.533 [Accr] train:57.3% val:88.0% test:87.0% maxVal:89.3% maxTest:87.9%
[19/50] [Loss] train:-0.320(f:-0.507+r:0.073+k:0.001+l:0.113) val:-0.542 test:-0.539 [Accr] train:57.5% val:88.7% test:87.6% maxVal:89.3% maxTest:87.9%
[20/50] [Loss] train:-0.324(f:-0.511+r:0.073+k:0.001+l:0.113) val:-0.544 test:-0.537 [Accr] train:57.6% val:88.2% test:87.3% maxVal:89.3% maxTest:87.9%
[21/50] [Loss] train:-0.326(f:-0.511+r:0.071+k:0.001+l:0.112) val:-0.552 test:-0.544 [Accr] train:57.7% val:89.2% test:88.3% maxVal:89.3% maxTest:87.9%
[22/50] [Loss] train:-0.331(f:-0.518+r:0.073+k:0.001+l:0.112) val:-0.535 test:-0.529 [Accr] train:58.0% val:87.4% test:86.0% maxVal:89.3% maxTest:87.9%
[23/50] [Loss] train:-0.334(f:-0.519+r:0.072+k:0.001+l:0.112) val:-0.545 test:-0.542 [Accr] train:58.1% val:88.5% test:87.5% maxVal:89.3% maxTest:87.9%
[24/50] [Loss] train:-0.338(f:-0.522+r:0.071+k:0.001+l:0.112) val:-0.541 test:-0.536 [Accr] train:58.4% val:88.1% test:86.8% maxVal:89.3% maxTest:87.9%
[25/50] [Loss] train:-0.341(f:-0.524+r:0.070+k:0.001+l:0.112) val:-0.553 test:-0.546 [Accr] train:58.5% val:88.9% test:87.8% maxVal:89.3% maxTest:87.9%
[26/50] [Loss] train:-0.346(f:-0.529+r:0.070+k:0.001+l:0.112) val:-0.542 test:-0.534 [Accr] train:58.9% val:87.9% test:86.2% maxVal:89.3% maxTest:87.9%
[27/50] [Loss] train:-0.347(f:-0.530+r:0.070+k:0.001+l:0.112) val:-0.525 test:-0.519 [Accr] train:59.1% val:85.9% test:84.3% maxVal:89.3% maxTest:87.9%
