Text name: ../res/res_mnist_rs_err50_basic_choiceNet.txt
[00/50] [Loss] train:-0.110(f:-0.288+r:0.061+k:0.001+l:0.116) val:-0.302 test:-0.308 [Accr] train:47.8% val:86.2% test:86.7% maxVal:86.2% maxTest:86.7%
[01/50] [Loss] train:-0.156(f:-0.340+r:0.067+k:0.001+l:0.115) val:-0.406 test:-0.407 [Accr] train:50.5% val:91.8% test:91.9% maxVal:91.8% maxTest:91.9%
[02/50] [Loss] train:-0.181(f:-0.367+r:0.070+k:0.001+l:0.115) val:-0.458 test:-0.457 [Accr] train:51.6% val:94.0% test:94.0% maxVal:94.0% maxTest:94.0%
[03/50] [Loss] train:-0.199(f:-0.388+r:0.073+k:0.001+l:0.115) val:-0.494 test:-0.494 [Accr] train:52.4% val:95.1% test:95.2% maxVal:95.1% maxTest:95.2%
[04/50] [Loss] train:-0.212(f:-0.402+r:0.074+k:0.001+l:0.115) val:-0.521 test:-0.520 [Accr] train:52.9% val:96.0% test:96.1% maxVal:96.0% maxTest:96.1%
[05/50] [Loss] train:-0.221(f:-0.412+r:0.075+k:0.001+l:0.115) val:-0.540 test:-0.538 [Accr] train:53.2% val:96.5% test:96.6% maxVal:96.5% maxTest:96.6%
[06/50] [Loss] train:-0.231(f:-0.422+r:0.076+k:0.001+l:0.115) val:-0.558 test:-0.556 [Accr] train:53.4% val:97.0% test:97.0% maxVal:97.0% maxTest:97.0%
[07/50] [Loss] train:-0.239(f:-0.431+r:0.076+k:0.001+l:0.115) val:-0.575 test:-0.573 [Accr] train:53.5% val:97.2% test:97.2% maxVal:97.2% maxTest:97.2%
[08/50] [Loss] train:-0.244(f:-0.436+r:0.077+k:0.001+l:0.114) val:-0.585 test:-0.581 [Accr] train:53.7% val:97.5% test:97.5% maxVal:97.5% maxTest:97.5%
[09/50] [Loss] train:-0.249(f:-0.441+r:0.077+k:0.001+l:0.114) val:-0.598 test:-0.594 [Accr] train:53.8% val:97.7% test:97.7% maxVal:97.7% maxTest:97.7%
[10/50] [Loss] train:-0.256(f:-0.449+r:0.077+k:0.001+l:0.114) val:-0.607 test:-0.606 [Accr] train:53.9% val:98.0% test:97.8% maxVal:98.0% maxTest:97.8%
[11/50] [Loss] train:-0.259(f:-0.452+r:0.077+k:0.001+l:0.114) val:-0.613 test:-0.613 [Accr] train:53.9% val:98.0% test:97.9% maxVal:98.0% maxTest:97.9%
