Text name: ../res/res_mnist_rs_err90_basic_kmix10_choiceNet.txt
[00/40] [Loss] train:0.051(f:-0.115+r:0.049+k:0.001+l:0.116) val:-0.059 test:-0.070 [Accr] train:15.3% val:59.2% test:61.3% maxVal:59.2% maxTest:61.3%
[01/40] [Loss] train:0.043(f:-0.123+r:0.050+k:0.001+l:0.115) val:-0.150 test:-0.155 [Accr] train:16.9% val:76.7% test:78.2% maxVal:76.7% maxTest:78.2%
[02/40] [Loss] train:0.037(f:-0.130+r:0.051+k:0.001+l:0.115) val:-0.208 test:-0.215 [Accr] train:17.6% val:83.4% test:84.1% maxVal:83.4% maxTest:84.1%
[03/40] [Loss] train:0.034(f:-0.133+r:0.051+k:0.001+l:0.115) val:-0.235 test:-0.244 [Accr] train:17.8% val:86.3% test:86.6% maxVal:86.3% maxTest:86.6%
[04/40] [Loss] train:0.032(f:-0.135+r:0.051+k:0.001+l:0.115) val:-0.253 test:-0.263 [Accr] train:18.1% val:88.3% test:88.4% maxVal:88.3% maxTest:88.4%
[05/40] [Loss] train:0.030(f:-0.137+r:0.051+k:0.001+l:0.115) val:-0.278 test:-0.282 [Accr] train:18.2% val:89.8% test:89.7% maxVal:89.8% maxTest:89.7%
[06/40] [Loss] train:0.027(f:-0.139+r:0.050+k:0.001+l:0.115) val:-0.288 test:-0.295 [Accr] train:18.3% val:91.3% test:91.1% maxVal:91.3% maxTest:91.1%
[07/40] [Loss] train:0.025(f:-0.140+r:0.049+k:0.001+l:0.115) val:-0.300 test:-0.307 [Accr] train:18.5% val:92.0% test:91.9% maxVal:92.0% maxTest:91.9%
[08/40] [Loss] train:0.023(f:-0.142+r:0.049+k:0.001+l:0.114) val:-0.317 test:-0.323 [Accr] train:18.5% val:92.6% test:92.3% maxVal:92.6% maxTest:92.3%
[09/40] [Loss] train:0.021(f:-0.143+r:0.048+k:0.001+l:0.114) val:-0.323 test:-0.323 [Accr] train:18.6% val:92.9% test:92.7% maxVal:92.9% maxTest:92.7%
[10/40] [Loss] train:0.018(f:-0.144+r:0.047+k:0.001+l:0.114) val:-0.335 test:-0.336 [Accr] train:18.6% val:93.4% test:93.2% maxVal:93.4% maxTest:93.2%
[11/40] [Loss] train:0.017(f:-0.145+r:0.046+k:0.001+l:0.114) val:-0.332 test:-0.338 [Accr] train:18.7% val:93.5% test:93.5% maxVal:93.5% maxTest:93.5%
[12/40] [Loss] train:0.014(f:-0.146+r:0.046+k:0.001+l:0.114) val:-0.339 test:-0.344 [Accr] train:18.8% val:93.9% test:93.7% maxVal:93.9% maxTest:93.7%
[13/40] [Loss] train:0.013(f:-0.146+r:0.044+k:0.001+l:0.114) val:-0.336 test:-0.340 [Accr] train:18.8% val:94.1% test:94.1% maxVal:94.1% maxTest:94.1%
[14/40] [Loss] train:0.011(f:-0.147+r:0.044+k:0.001+l:0.113) val:-0.348 test:-0.349 [Accr] train:18.8% val:94.3% test:94.1% maxVal:94.3% maxTest:94.1%
[15/40] [Loss] train:0.010(f:-0.147+r:0.042+k:0.001+l:0.113) val:-0.354 test:-0.354 [Accr] train:18.8% val:94.4% test:94.4% maxVal:94.4% maxTest:94.4%
[16/40] [Loss] train:0.007(f:-0.149+r:0.041+k:0.001+l:0.113) val:-0.362 test:-0.361 [Accr] train:18.9% val:94.6% test:94.5% maxVal:94.6% maxTest:94.5%
[17/40] [Loss] train:0.005(f:-0.149+r:0.040+k:0.001+l:0.113) val:-0.360 test:-0.363 [Accr] train:18.9% val:94.6% test:94.6% maxVal:94.6% maxTest:94.5%
[18/40] [Loss] train:0.003(f:-0.150+r:0.039+k:0.001+l:0.113) val:-0.364 test:-0.368 [Accr] train:18.9% val:94.7% test:94.8% maxVal:94.7% maxTest:94.8%
[19/40] [Loss] train:0.001(f:-0.150+r:0.038+k:0.001+l:0.113) val:-0.368 test:-0.371 [Accr] train:18.9% val:94.9% test:95.2% maxVal:94.9% maxTest:95.2%
[20/40] [Loss] train:0.001(f:-0.150+r:0.038+k:0.001+l:0.113) val:-0.368 test:-0.369 [Accr] train:19.0% val:94.9% test:95.1% maxVal:94.9% maxTest:95.2%
[21/40] [Loss] train:0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.371 test:-0.370 [Accr] train:18.9% val:94.7% test:95.1% maxVal:94.9% maxTest:95.2%
[22/40] [Loss] train:0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.368 test:-0.369 [Accr] train:18.9% val:94.9% test:95.0% maxVal:94.9% maxTest:95.2%
[23/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.369 test:-0.370 [Accr] train:19.0% val:94.9% test:95.1% maxVal:94.9% maxTest:95.2%
[24/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.374 test:-0.371 [Accr] train:18.9% val:94.9% test:95.1% maxVal:94.9% maxTest:95.2%
[25/40] [Loss] train:-0.001(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.370 test:-0.369 [Accr] train:19.0% val:95.0% test:95.1% maxVal:95.0% maxTest:95.1%
[26/40] [Loss] train:-0.001(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.371 test:-0.371 [Accr] train:19.0% val:94.9% test:95.1% maxVal:95.0% maxTest:95.1%
[27/40] [Loss] train:-0.001(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.371 test:-0.376 [Accr] train:19.0% val:95.0% test:95.1% maxVal:95.0% maxTest:95.1%
[28/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.374 test:-0.373 [Accr] train:19.0% val:95.0% test:95.1% maxVal:95.0% maxTest:95.1%
[29/40] [Loss] train:-0.002(f:-0.153+r:0.037+k:0.001+l:0.113) val:-0.372 test:-0.372 [Accr] train:19.0% val:94.9% test:95.2% maxVal:95.0% maxTest:95.1%
[30/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.377 test:-0.377 [Accr] train:19.0% val:94.9% test:95.1% maxVal:95.0% maxTest:95.1%
[31/40] [Loss] train:-0.001(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.370 test:-0.369 [Accr] train:19.0% val:94.9% test:95.2% maxVal:95.0% maxTest:95.1%
[32/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.372 test:-0.372 [Accr] train:19.0% val:95.0% test:95.2% maxVal:95.0% maxTest:95.1%
[33/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.368 test:-0.370 [Accr] train:19.0% val:95.0% test:95.1% maxVal:95.0% maxTest:95.1%
[34/40] [Loss] train:-0.001(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.370 test:-0.370 [Accr] train:19.0% val:94.8% test:95.1% maxVal:95.0% maxTest:95.1%
[35/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.369 test:-0.372 [Accr] train:19.0% val:94.9% test:95.1% maxVal:95.0% maxTest:95.1%
[36/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.370 test:-0.371 [Accr] train:19.0% val:94.9% test:95.1% maxVal:95.0% maxTest:95.1%
[37/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.373 test:-0.374 [Accr] train:19.0% val:95.0% test:95.2% maxVal:95.0% maxTest:95.1%
[38/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.373 test:-0.373 [Accr] train:19.0% val:94.9% test:95.1% maxVal:95.0% maxTest:95.1%
[39/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.367 test:-0.368 [Accr] train:19.0% val:95.0% test:95.2% maxVal:95.0% maxTest:95.1%
[40/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.375 test:-0.373 [Accr] train:19.0% val:94.9% test:95.1% maxVal:95.0% maxTest:95.1%
