Text name: ../res/res_mnist_rs_err90_basic_choiceNet.txt
[00/40] [Loss] train:0.051(f:-0.115+r:0.049+k:0.001+l:0.116) val:-0.060 test:-0.071 [Accr] train:15.3% val:59.3% test:61.4% maxVal:59.3% maxTest:61.4%
[01/40] [Loss] train:0.043(f:-0.123+r:0.050+k:0.001+l:0.115) val:-0.151 test:-0.155 [Accr] train:17.0% val:77.3% test:78.4% maxVal:77.3% maxTest:78.4%
[02/40] [Loss] train:0.037(f:-0.130+r:0.051+k:0.001+l:0.115) val:-0.210 test:-0.216 [Accr] train:17.6% val:83.7% test:84.3% maxVal:83.7% maxTest:84.3%
[03/40] [Loss] train:0.034(f:-0.133+r:0.051+k:0.001+l:0.115) val:-0.238 test:-0.247 [Accr] train:17.8% val:86.1% test:86.6% maxVal:86.1% maxTest:86.6%
[04/40] [Loss] train:0.032(f:-0.135+r:0.051+k:0.001+l:0.115) val:-0.256 test:-0.266 [Accr] train:18.1% val:88.3% test:88.5% maxVal:88.3% maxTest:88.5%
[05/40] [Loss] train:0.029(f:-0.137+r:0.051+k:0.001+l:0.115) val:-0.281 test:-0.285 [Accr] train:18.2% val:90.0% test:89.8% maxVal:90.0% maxTest:89.8%
[06/40] [Loss] train:0.027(f:-0.139+r:0.050+k:0.001+l:0.115) val:-0.290 test:-0.297 [Accr] train:18.3% val:91.0% test:91.3% maxVal:91.0% maxTest:91.3%
[07/40] [Loss] train:0.025(f:-0.141+r:0.049+k:0.001+l:0.115) val:-0.302 test:-0.309 [Accr] train:18.5% val:91.8% test:91.8% maxVal:91.8% maxTest:91.8%
[08/40] [Loss] train:0.023(f:-0.142+r:0.049+k:0.001+l:0.114) val:-0.320 test:-0.324 [Accr] train:18.5% val:92.5% test:92.3% maxVal:92.5% maxTest:92.3%
[09/40] [Loss] train:0.020(f:-0.143+r:0.048+k:0.001+l:0.114) val:-0.326 test:-0.326 [Accr] train:18.6% val:93.1% test:92.8% maxVal:93.1% maxTest:92.8%
[10/40] [Loss] train:0.018(f:-0.144+r:0.047+k:0.001+l:0.114) val:-0.337 test:-0.337 [Accr] train:18.6% val:93.4% test:93.3% maxVal:93.4% maxTest:93.3%
[11/40] [Loss] train:0.017(f:-0.145+r:0.046+k:0.001+l:0.114) val:-0.334 test:-0.339 [Accr] train:18.6% val:93.5% test:93.3% maxVal:93.5% maxTest:93.3%
[12/40] [Loss] train:0.014(f:-0.146+r:0.045+k:0.001+l:0.114) val:-0.342 test:-0.346 [Accr] train:18.8% val:93.8% test:93.7% maxVal:93.8% maxTest:93.7%
[13/40] [Loss] train:0.013(f:-0.146+r:0.044+k:0.001+l:0.114) val:-0.337 test:-0.342 [Accr] train:18.8% val:94.2% test:94.2% maxVal:94.2% maxTest:94.2%
[14/40] [Loss] train:0.011(f:-0.147+r:0.044+k:0.001+l:0.113) val:-0.350 test:-0.350 [Accr] train:18.8% val:94.3% test:94.2% maxVal:94.3% maxTest:94.2%
[15/40] [Loss] train:0.009(f:-0.147+r:0.042+k:0.001+l:0.113) val:-0.358 test:-0.358 [Accr] train:18.8% val:94.4% test:94.3% maxVal:94.4% maxTest:94.3%
[16/40] [Loss] train:0.007(f:-0.149+r:0.041+k:0.001+l:0.113) val:-0.364 test:-0.363 [Accr] train:18.9% val:94.7% test:94.4% maxVal:94.7% maxTest:94.4%
[17/40] [Loss] train:0.005(f:-0.149+r:0.040+k:0.001+l:0.113) val:-0.359 test:-0.360 [Accr] train:18.9% val:94.8% test:94.5% maxVal:94.8% maxTest:94.5%
[18/40] [Loss] train:0.003(f:-0.150+r:0.039+k:0.001+l:0.113) val:-0.367 test:-0.371 [Accr] train:18.9% val:95.0% test:94.8% maxVal:95.0% maxTest:94.8%
[19/40] [Loss] train:0.001(f:-0.150+r:0.038+k:0.001+l:0.113) val:-0.369 test:-0.371 [Accr] train:18.9% val:95.1% test:95.2% maxVal:95.1% maxTest:95.2%
[20/40] [Loss] train:0.001(f:-0.150+r:0.038+k:0.001+l:0.113) val:-0.369 test:-0.371 [Accr] train:18.9% val:95.1% test:95.2% maxVal:95.1% maxTest:95.2%
[21/40] [Loss] train:0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.372 test:-0.372 [Accr] train:18.9% val:95.0% test:95.1% maxVal:95.1% maxTest:95.2%
[22/40] [Loss] train:0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.371 test:-0.371 [Accr] train:18.9% val:95.1% test:95.1% maxVal:95.1% maxTest:95.2%
[23/40] [Loss] train:0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.371 test:-0.372 [Accr] train:18.9% val:95.1% test:95.2% maxVal:95.1% maxTest:95.2%
[24/40] [Loss] train:-0.000(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.375 test:-0.373 [Accr] train:18.9% val:95.1% test:95.1% maxVal:95.1% maxTest:95.2%
[25/40] [Loss] train:-0.001(f:-0.151+r:0.037+k:0.001+l:0.113) val:-0.372 test:-0.371 [Accr] train:18.9% val:95.1% test:95.1% maxVal:95.1% maxTest:95.2%
[26/40] [Loss] train:-0.001(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.374 test:-0.373 [Accr] train:19.0% val:95.0% test:95.2% maxVal:95.1% maxTest:95.2%
[27/40] [Loss] train:-0.001(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.373 test:-0.378 [Accr] train:18.9% val:95.1% test:95.3% maxVal:95.1% maxTest:95.2%
[28/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.376 test:-0.375 [Accr] train:18.9% val:95.1% test:95.2% maxVal:95.1% maxTest:95.2%
[29/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.373 test:-0.374 [Accr] train:19.0% val:95.3% test:95.3% maxVal:95.3% maxTest:95.3%
[30/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.379 test:-0.379 [Accr] train:19.0% val:95.2% test:95.2% maxVal:95.3% maxTest:95.3%
[31/40] [Loss] train:-0.001(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.372 test:-0.370 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.3% maxTest:95.3%
[32/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.374 test:-0.375 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.3% maxTest:95.3%
[33/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.370 test:-0.372 [Accr] train:19.0% val:95.1% test:95.1% maxVal:95.3% maxTest:95.3%
[34/40] [Loss] train:-0.001(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.371 test:-0.372 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.3% maxTest:95.3%
[35/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.371 test:-0.374 [Accr] train:19.0% val:95.2% test:95.1% maxVal:95.3% maxTest:95.3%
[36/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.372 test:-0.374 [Accr] train:19.0% val:95.1% test:95.1% maxVal:95.3% maxTest:95.3%
[37/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.374 test:-0.377 [Accr] train:19.0% val:95.2% test:95.2% maxVal:95.3% maxTest:95.3%
[38/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.374 test:-0.375 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.3% maxTest:95.3%
[39/40] [Loss] train:-0.002(f:-0.152+r:0.037+k:0.001+l:0.113) val:-0.368 test:-0.370 [Accr] train:19.0% val:95.2% test:95.2% maxVal:95.3% maxTest:95.3%
[40/40] [Loss] train:-0.002(f:-0.152+r:0.036+k:0.001+l:0.113) val:-0.375 test:-0.375 [Accr] train:19.0% val:95.1% test:95.2% maxVal:95.3% maxTest:95.3%
