Text name: ../res/res_mnist_rp_err95_basic_choiceNet.txt
[00/50] [Loss] train:-0.103(f:-0.278+r:0.059+k:0.001+l:0.116) val:-0.212 test:-0.222 [Accr] train:43.9% val:70.0% test:71.7% maxVal:70.0% maxTest:71.7%
[01/50] [Loss] train:-0.144(f:-0.325+r:0.064+k:0.001+l:0.115) val:-0.294 test:-0.298 [Accr] train:46.6% val:75.1% test:75.8% maxVal:75.1% maxTest:75.8%
[02/50] [Loss] train:-0.168(f:-0.350+r:0.066+k:0.001+l:0.115) val:-0.338 test:-0.342 [Accr] train:48.2% val:77.5% test:78.0% maxVal:77.5% maxTest:78.0%
[03/50] [Loss] train:-0.184(f:-0.368+r:0.068+k:0.001+l:0.115) val:-0.365 test:-0.374 [Accr] train:49.1% val:78.4% test:78.9% maxVal:78.4% maxTest:78.9%
[04/50] [Loss] train:-0.194(f:-0.380+r:0.070+k:0.001+l:0.115) val:-0.387 test:-0.393 [Accr] train:49.8% val:80.0% test:81.0% maxVal:80.0% maxTest:81.0%
[05/50] [Loss] train:-0.206(f:-0.393+r:0.071+k:0.001+l:0.115) val:-0.408 test:-0.413 [Accr] train:50.3% val:81.2% test:82.3% maxVal:81.2% maxTest:82.3%
[06/50] [Loss] train:-0.214(f:-0.401+r:0.072+k:0.001+l:0.115) val:-0.420 test:-0.428 [Accr] train:50.5% val:82.4% test:83.3% maxVal:82.4% maxTest:83.3%
[07/50] [Loss] train:-0.219(f:-0.406+r:0.072+k:0.001+l:0.115) val:-0.426 test:-0.433 [Accr] train:50.8% val:83.1% test:84.3% maxVal:83.1% maxTest:84.3%
[08/50] [Loss] train:-0.226(f:-0.414+r:0.073+k:0.001+l:0.114) val:-0.441 test:-0.445 [Accr] train:51.0% val:84.9% test:85.7% maxVal:84.9% maxTest:85.7%
[09/50] [Loss] train:-0.231(f:-0.420+r:0.073+k:0.001+l:0.114) val:-0.457 test:-0.459 [Accr] train:51.4% val:87.2% test:87.6% maxVal:87.2% maxTest:87.6%
[10/50] [Loss] train:-0.237(f:-0.425+r:0.073+k:0.001+l:0.114) val:-0.461 test:-0.466 [Accr] train:51.5% val:88.3% test:88.3% maxVal:88.3% maxTest:88.3%
[11/50] [Loss] train:-0.241(f:-0.430+r:0.073+k:0.001+l:0.114) val:-0.466 test:-0.472 [Accr] train:51.7% val:88.9% test:88.9% maxVal:88.9% maxTest:88.9%
[12/50] [Loss] train:-0.247(f:-0.435+r:0.073+k:0.001+l:0.114) val:-0.480 test:-0.483 [Accr] train:51.8% val:90.0% test:89.7% maxVal:90.0% maxTest:89.7%
[13/50] [Loss] train:-0.251(f:-0.439+r:0.074+k:0.001+l:0.114) val:-0.488 test:-0.492 [Accr] train:51.9% val:90.7% test:90.6% maxVal:90.7% maxTest:90.6%
[14/50] [Loss] train:-0.253(f:-0.442+r:0.074+k:0.001+l:0.113) val:-0.493 test:-0.495 [Accr] train:52.0% val:91.4% test:91.0% maxVal:91.4% maxTest:91.0%
[15/50] [Loss] train:-0.259(f:-0.447+r:0.074+k:0.001+l:0.113) val:-0.502 test:-0.503 [Accr] train:52.2% val:91.3% test:90.8% maxVal:91.4% maxTest:91.0%
[16/50] [Loss] train:-0.261(f:-0.448+r:0.072+k:0.001+l:0.113) val:-0.500 test:-0.500 [Accr] train:52.2% val:91.5% test:91.0% maxVal:91.5% maxTest:91.0%
[17/50] [Loss] train:-0.263(f:-0.450+r:0.073+k:0.001+l:0.113) val:-0.502 test:-0.505 [Accr] train:52.2% val:92.7% test:92.0% maxVal:92.7% maxTest:92.0%
[18/50] [Loss] train:-0.268(f:-0.454+r:0.072+k:0.001+l:0.113) val:-0.503 test:-0.505 [Accr] train:52.5% val:91.7% test:91.1% maxVal:92.7% maxTest:92.0%
[19/50] [Loss] train:-0.271(f:-0.457+r:0.072+k:0.001+l:0.113) val:-0.512 test:-0.515 [Accr] train:52.5% val:92.6% test:91.8% maxVal:92.7% maxTest:92.0%
[20/50] [Loss] train:-0.275(f:-0.461+r:0.072+k:0.001+l:0.113) val:-0.516 test:-0.516 [Accr] train:52.6% val:93.1% test:92.4% maxVal:93.1% maxTest:92.4%
[21/50] [Loss] train:-0.277(f:-0.461+r:0.071+k:0.001+l:0.112) val:-0.515 test:-0.514 [Accr] train:52.7% val:92.0% test:91.6% maxVal:93.1% maxTest:92.4%
[22/50] [Loss] train:-0.280(f:-0.464+r:0.071+k:0.001+l:0.112) val:-0.523 test:-0.522 [Accr] train:52.8% val:92.3% test:91.8% maxVal:93.1% maxTest:92.4%
[23/50] [Loss] train:-0.282(f:-0.466+r:0.070+k:0.001+l:0.112) val:-0.519 test:-0.520 [Accr] train:52.9% val:92.7% test:91.9% maxVal:93.1% maxTest:92.4%
[24/50] [Loss] train:-0.285(f:-0.468+r:0.070+k:0.001+l:0.112) val:-0.525 test:-0.525 [Accr] train:53.0% val:93.7% test:92.7% maxVal:93.7% maxTest:92.7%
[25/50] [Loss] train:-0.289(f:-0.471+r:0.070+k:0.001+l:0.112) val:-0.525 test:-0.524 [Accr] train:53.2% val:93.0% test:92.0% maxVal:93.7% maxTest:92.7%
[26/50] [Loss] train:-0.289(f:-0.471+r:0.069+k:0.001+l:0.112) val:-0.526 test:-0.525 [Accr] train:53.2% val:93.1% test:92.5% maxVal:93.7% maxTest:92.7%
[27/50] [Loss] train:-0.294(f:-0.475+r:0.068+k:0.001+l:0.112) val:-0.527 test:-0.526 [Accr] train:53.5% val:92.4% test:91.6% maxVal:93.7% maxTest:92.7%
[28/50] [Loss] train:-0.297(f:-0.477+r:0.067+k:0.001+l:0.111) val:-0.525 test:-0.523 [Accr] train:53.5% val:92.1% test:91.6% maxVal:93.7% maxTest:92.7%
[29/50] [Loss] train:-0.300(f:-0.479+r:0.067+k:0.001+l:0.111) val:-0.523 test:-0.518 [Accr] train:53.8% val:92.4% test:91.3% maxVal:93.7% maxTest:92.7%
[30/50] [Loss] train:-0.302(f:-0.481+r:0.067+k:0.001+l:0.111) val:-0.527 test:-0.525 [Accr] train:53.9% val:92.1% test:91.4% maxVal:93.7% maxTest:92.7%
[31/50] [Loss] train:-0.304(f:-0.482+r:0.066+k:0.001+l:0.111) val:-0.523 test:-0.521 [Accr] train:54.1% val:92.3% test:91.8% maxVal:93.7% maxTest:92.7%
[32/50] [Loss] train:-0.308(f:-0.484+r:0.065+k:0.001+l:0.111) val:-0.518 test:-0.518 [Accr] train:54.2% val:90.8% test:90.1% maxVal:93.7% maxTest:92.7%
[33/50] [Loss] train:-0.311(f:-0.488+r:0.065+k:0.001+l:0.111) val:-0.533 test:-0.531 [Accr] train:54.3% val:91.7% test:90.9% maxVal:93.7% maxTest:92.7%
[34/50] [Loss] train:-0.313(f:-0.489+r:0.065+k:0.001+l:0.110) val:-0.528 test:-0.525 [Accr] train:54.5% val:91.8% test:90.8% maxVal:93.7% maxTest:92.7%
[35/50] [Loss] train:-0.315(f:-0.490+r:0.064+k:0.001+l:0.110) val:-0.525 test:-0.524 [Accr] train:54.7% val:91.5% test:90.6% maxVal:93.7% maxTest:92.7%
[36/50] [Loss] train:-0.317(f:-0.492+r:0.063+k:0.001+l:0.110) val:-0.526 test:-0.526 [Accr] train:54.7% val:91.5% test:91.0% maxVal:93.7% maxTest:92.7%
[37/50] [Loss] train:-0.319(f:-0.492+r:0.062+k:0.001+l:0.110) val:-0.511 test:-0.512 [Accr] train:55.3% val:89.9% test:89.6% maxVal:93.7% maxTest:92.7%
[38/50] [Loss] train:-0.323(f:-0.496+r:0.062+k:0.001+l:0.110) val:-0.519 test:-0.519 [Accr] train:55.3% val:91.4% test:90.4% maxVal:93.7% maxTest:92.7%
[39/50] [Loss] train:-0.326(f:-0.498+r:0.061+k:0.001+l:0.110) val:-0.518 test:-0.517 [Accr] train:55.6% val:90.3% test:89.7% maxVal:93.7% maxTest:92.7%
